trial_id,block_no,ori,rest_this_trial
1,1,93,0
2,1,153,0
3,1,173,0
4,1,164,0
5,1,124,0
6,1,24,0
7,1,133,0
8,1,44,0
9,1,53,0
10,1,64,0
11,1,144,0
12,1,84,0
13,1,4,0
14,1,13,0
15,1,33,0
16,1,104,0
17,1,73,0
18,1,113,0
19,2,121,1
20,2,78,0
21,2,158,0
22,2,61,0
23,2,138,0
24,2,98,0
25,2,118,0
26,2,41,0
27,2,38,0
28,2,81,0
29,2,18,0
30,2,1,0
31,2,101,0
32,2,21,0
33,2,58,0
34,2,161,0
35,2,178,0
36,2,141,0
37,3,105,1
38,3,36,0
39,3,136,0
40,3,25,0
41,3,56,0
42,3,156,0
43,3,5,0
44,3,76,0
45,3,165,0
46,3,65,0
47,3,85,0
48,3,176,0
49,3,16,0
50,3,125,0
51,3,96,0
52,3,45,0
53,3,116,0
54,3,145,0
55,4,173,1
56,4,3,0
57,4,83,0
58,4,53,0
59,4,43,0
60,4,13,0
61,4,23,0
62,4,93,0
63,4,73,0
64,4,103,0
65,4,63,0
66,4,143,0
67,4,133,0
68,4,153,0
69,4,113,0
70,4,123,0
71,4,163,0
72,4,33,0
73,5,7,1
74,5,152,0
75,5,52,0
76,5,67,0
77,5,127,0
78,5,112,0
79,5,132,0
80,5,12,0
81,5,147,0
82,5,92,0
83,5,32,0
84,5,172,0
85,5,72,0
86,5,167,0
87,5,87,0
88,5,107,0
89,5,27,0
90,5,47,0
91,6,50,1
92,6,90,0
93,6,170,0
94,6,30,0
95,6,110,0
96,6,128,0
97,6,150,0
98,6,68,0
99,6,130,0
100,6,70,0
101,6,148,0
102,6,10,0
103,6,28,0
104,6,108,0
105,6,168,0
106,6,48,0
107,6,88,0
108,6,8,0
109,7,179,1
110,7,66,0
111,7,166,0
112,7,79,0
113,7,146,0
114,7,159,0
115,7,106,0
116,7,46,0
117,7,86,0
118,7,6,0
119,7,126,0
120,7,119,0
121,7,39,0
122,7,99,0
123,7,139,0
124,7,26,0
125,7,59,0
126,7,19,0
127,8,17,1
128,8,157,0
129,8,47,0
130,8,57,0
131,8,87,0
132,8,177,0
133,8,107,0
134,8,37,0
135,8,117,0
136,8,97,0
137,8,137,0
138,8,7,0
139,8,77,0
140,8,27,0
141,8,67,0
142,8,147,0
143,8,127,0
144,8,167,0
145,9,159,1
146,9,121,0
147,9,39,0
148,9,161,0
149,9,1,0
150,9,139,0
151,9,21,0
152,9,99,0
