trial_id,block_no,ori,rest_this_trial
1,1,121,0
2,1,115,0
3,1,155,0
4,1,21,0
5,1,35,0
6,1,135,0
7,1,81,0
8,1,161,0
9,1,15,0
10,1,175,0
11,1,75,0
12,1,1,0
13,1,41,0
14,1,55,0
15,1,141,0
16,1,101,0
17,1,61,0
18,1,95,0
19,2,81,1
20,2,121,0
21,2,41,0
22,2,32,0
23,2,61,0
24,2,172,0
25,2,141,0
26,2,101,0
27,2,112,0
28,2,161,0
29,2,92,0
30,2,52,0
31,2,1,0
32,2,72,0
33,2,152,0
34,2,21,0
35,2,12,0
36,2,132,0
37,3,115,1
38,3,128,0
39,3,35,0
40,3,15,0
41,3,8,0
42,3,148,0
43,3,48,0
44,3,68,0
45,3,28,0
46,3,175,0
47,3,75,0
48,3,108,0
49,3,135,0
50,3,95,0
51,3,155,0
52,3,88,0
53,3,168,0
54,3,55,0
55,4,23,1
56,4,3,0
57,4,70,0
58,4,10,0
59,4,50,0
60,4,43,0
61,4,143,0
62,4,110,0
63,4,90,0
64,4,30,0
65,4,63,0
66,4,150,0
67,4,123,0
68,4,103,0
69,4,163,0
70,4,130,0
71,4,83,0
72,4,170,0
73,5,37,1
74,5,105,0
75,5,5,0
76,5,157,0
77,5,65,0
78,5,117,0
79,5,85,0
80,5,145,0
81,5,45,0
82,5,77,0
83,5,25,0
84,5,177,0
85,5,165,0
86,5,17,0
87,5,137,0
88,5,57,0
89,5,97,0
90,5,125,0
91,6,128,1
92,6,8,0
93,6,98,0
94,6,18,0
95,6,78,0
96,6,28,0
97,6,48,0
98,6,168,0
99,6,58,0
100,6,108,0
101,6,178,0
102,6,158,0
103,6,68,0
104,6,38,0
105,6,88,0
106,6,138,0
107,6,148,0
108,6,118,0
109,7,122,1
110,7,98,0
111,7,102,0
112,7,82,0
113,7,162,0
114,7,158,0
115,7,2,0
116,7,18,0
117,7,138,0
118,7,42,0
119,7,142,0
120,7,178,0
121,7,62,0
122,7,22,0
123,7,118,0
124,7,38,0
125,7,58,0
126,7,78,0
127,8,104,1
128,8,164,0
129,8,98,0
130,8,24,0
131,8,158,0
132,8,144,0
133,8,78,0
134,8,84,0
135,8,58,0
136,8,118,0
137,8,38,0
138,8,124,0
139,8,138,0
140,8,4,0
141,8,178,0
