trial_id,block_no,ori,rest_this_trial
1,1,96,0
2,1,89,0
3,1,136,0
4,1,29,0
5,1,36,0
6,1,9,0
7,1,109,0
8,1,69,0
9,1,49,0
10,1,116,0
11,1,129,0
12,1,76,0
13,1,16,0
14,1,149,0
15,1,156,0
16,1,169,0
17,1,176,0
18,1,56,0
19,2,18,1
20,2,45,0
21,2,78,0
22,2,118,0
23,2,125,0
24,2,178,0
25,2,5,0
26,2,85,0
27,2,105,0
28,2,58,0
29,2,165,0
30,2,65,0
31,2,145,0
32,2,138,0
33,2,38,0
34,2,25,0
35,2,158,0
36,2,98,0
37,3,65,1
38,3,157,0
39,3,5,0
40,3,57,0
41,3,17,0
42,3,165,0
43,3,137,0
44,3,37,0
45,3,45,0
46,3,145,0
47,3,177,0
48,3,25,0
49,3,125,0
50,3,105,0
51,3,117,0
52,3,85,0
53,3,97,0
54,3,77,0
55,4,28,1
56,4,76,0
57,4,156,0
58,4,136,0
59,4,116,0
60,4,88,0
61,4,176,0
62,4,68,0
63,4,148,0
64,4,108,0
65,4,56,0
66,4,16,0
67,4,48,0
68,4,168,0
69,4,36,0
70,4,96,0
71,4,128,0
72,4,8,0
73,5,91,1
74,5,111,0
75,5,31,0
76,5,131,0
77,5,9,0
78,5,51,0
79,5,29,0
80,5,71,0
81,5,169,0
82,5,109,0
83,5,149,0
84,5,69,0
85,5,171,0
86,5,49,0
87,5,129,0
88,5,151,0
89,5,11,0
90,5,89,0
91,6,46,1
92,6,59,0
93,6,159,0
94,6,79,0
95,6,179,0
96,6,66,0
97,6,106,0
98,6,39,0
99,6,26,0
100,6,86,0
101,6,126,0
102,6,166,0
103,6,19,0
104,6,6,0
105,6,99,0
106,6,146,0
107,6,119,0
108,6,139,0
109,7,142,1
110,7,62,0
111,7,37,0
112,7,2,0
113,7,77,0
114,7,157,0
115,7,82,0
116,7,137,0
117,7,57,0
118,7,122,0
119,7,102,0
120,7,22,0
121,7,42,0
122,7,117,0
123,7,97,0
124,7,17,0
125,7,177,0
126,7,162,0
127,8,78,1
128,8,138,0
129,8,43,0
130,8,123,0
131,8,18,0
132,8,103,0
133,8,58,0
134,8,83,0
135,8,178,0
136,8,38,0
137,8,158,0
138,8,98,0
139,8,118,0
140,8,63,0
141,8,143,0
142,8,23,0
143,8,3,0
144,8,163,0
145,9,97,1
146,9,77,0
147,9,17,0
148,9,127,0
149,9,47,0
150,9,87,0
151,9,67,0
152,9,117,0
153,9,177,0
154,9,167,0
155,9,107,0
156,9,57,0
157,9,157,0
158,9,27,0
159,9,7,0
160,9,37,0
161,9,137,0
162,9,147,0
163,10,122,1
164,10,102,0
165,10,162,0
166,10,82,0
167,10,39,0
168,10,99,0
169,10,62,0
170,10,142,0
171,10,119,0
172,10,139,0
173,10,42,0
174,10,2,0
175,10,179,0
176,10,59,0
177,10,79,0
178,10,22,0
179,10,19,0
180,10,159,0
181,11,90,1
182,11,165,0
183,11,170,0
184,11,5,0
185,11,125,0
186,11,150,0
187,11,105,0
188,11,45,0
189,11,65,0
190,11,110,0
191,11,10,0
192,11,145,0
193,11,30,0
194,11,70,0
195,11,85,0
196,11,25,0
197,11,130,0
198,11,50,0
199,12,24,1
200,12,138,0
201,12,4,0
202,12,18,0
203,12,38,0
204,12,98,0
205,12,158,0
206,12,44,0
207,12,104,0
208,12,84,0
209,12,78,0
210,12,64,0
211,12,118,0
212,12,124,0
213,12,58,0
214,12,144,0
215,12,178,0
216,12,164,0
217,13,85,1
218,13,156,0
219,13,5,0
220,13,45,0
221,13,125,0
222,13,116,0
223,13,145,0
224,13,76,0
225,13,136,0
226,13,65,0
227,13,36,0
228,13,16,0
229,13,96,0
230,13,165,0
231,13,56,0
232,13,176,0
233,13,105,0
234,13,25,0
235,14,27,1
236,14,10,0
