trial_id,block_no,ori,rest_this_trial
1,1,38,0
2,1,23,0
3,1,138,0
4,1,3,0
5,1,63,0
6,1,178,0
7,1,58,0
8,1,43,0
9,1,83,0
10,1,103,0
11,1,143,0
12,1,118,0
13,1,163,0
14,1,158,0
15,1,98,0
16,1,78,0
17,1,18,0
18,1,123,0
19,2,53,1
20,2,33,0
21,2,66,0
22,2,106,0
23,2,6,0
24,2,133,0
25,2,113,0
26,2,73,0
27,2,13,0
28,2,166,0
29,2,86,0
30,2,93,0
31,2,26,0
32,2,146,0
33,2,126,0
34,2,173,0
35,2,46,0
36,2,153,0
37,3,110,1
38,3,10,0
39,3,100,0
40,3,60,0
41,3,150,0
42,3,120,0
43,3,20,0
44,3,130,0
45,3,40,0
46,3,70,0
47,3,140,0
48,3,90,0
49,3,50,0
50,3,160,0
51,3,30,0
52,3,80,0
53,3,0,0
54,3,170,0
55,4,126,1
56,4,146,0
57,4,16,0
58,4,166,0
59,4,36,0
60,4,136,0
61,4,176,0
62,4,56,0
63,4,106,0
64,4,76,0
65,4,46,0
66,4,26,0
67,4,156,0
68,4,66,0
69,4,116,0
70,4,96,0
71,4,6,0
72,4,86,0
73,5,44,1
74,5,131,0
75,5,51,0
76,5,11,0
77,5,171,0
78,5,104,0
79,5,71,0
80,5,91,0
81,5,84,0
82,5,164,0
83,5,4,0
84,5,124,0
85,5,64,0
86,5,111,0
87,5,24,0
88,5,144,0
89,5,31,0
90,5,151,0
91,6,77,1
92,6,23,0
93,6,37,0
94,6,3,0
95,6,17,0
96,6,97,0
97,6,137,0
98,6,177,0
99,6,43,0
100,6,123,0
101,6,83,0
102,6,143,0
103,6,57,0
104,6,63,0
105,6,117,0
106,6,157,0
107,6,163,0
108,6,103,0
109,7,142,1
110,7,78,0
111,7,18,0
112,7,158,0
113,7,162,0
114,7,2,0
115,7,62,0
116,7,122,0
117,7,42,0
118,7,178,0
119,7,138,0
120,7,58,0
121,7,102,0
122,7,38,0
123,7,82,0
124,7,118,0
125,7,98,0
126,7,22,0
127,8,78,1
128,8,41,0
129,8,101,0
130,8,81,0
131,8,58,0
132,8,61,0
133,8,121,0
134,8,138,0
135,8,21,0
136,8,118,0
137,8,141,0
138,8,98,0
139,8,161,0
140,8,1,0
141,8,158,0
142,8,18,0
143,8,178,0
144,8,38,0
145,9,152,1
146,9,12,0
147,9,32,0
148,9,162,0
149,9,2,0
150,9,142,0
151,9,72,0
152,9,92,0
153,9,62,0
154,9,52,0
155,9,82,0
156,9,122,0
157,9,112,0
158,9,172,0
159,9,102,0
160,9,42,0
161,9,132,0
162,9,22,0
163,10,140,1
164,10,160,0
165,10,18,0
166,10,40,0
167,10,78,0
168,10,0,0
169,10,20,0
170,10,98,0
171,10,38,0
172,10,178,0
173,10,100,0
174,10,60,0
175,10,120,0
176,10,80,0
177,10,138,0
178,10,118,0
179,10,58,0
180,10,158,0
181,11,113,1
182,11,33,0
183,11,93,0
184,11,13,0
185,11,173,0
186,11,109,0
187,11,149,0
188,11,29,0
189,11,9,0
190,11,89,0
191,11,73,0
192,11,49,0
193,11,69,0
194,11,129,0
195,11,153,0
196,11,53,0
197,11,133,0
198,11,169,0
199,12,123,1
200,12,23,0
201,12,133,0
202,12,33,0
203,12,83,0
204,12,43,0
205,12,153,0
206,12,3,0
207,12,13,0
208,12,103,0
209,12,93,0
210,12,143,0
211,12,73,0
212,12,113,0
213,12,163,0
214,12,53,0
215,12,173,0
216,12,63,0
217,13,42,1
218,13,2,0
219,13,19,0
220,13,142,0
221,13,159,0
222,13,99,0
223,13,162,0
224,13,39,0
225,13,122,0
226,13,62,0
227,13,82,0
228,13,139,0
229,13,59,0
230,13,179,0
231,13,22,0
232,13,119,0
233,13,102,0
234,13,79,0
235,14,140,1
236,14,100,0
237,14,40,0
238,14,160,0
239,14,150,0
240,14,20,0
241,14,10,0
242,14,30,0
243,14,70,0
244,14,50,0
245,14,60,0
246,14,90,0
247,14,0,0
248,14,170,0
249,14,120,0
250,14,110,0
251,14,80,0
252,14,130,0
253,15,138,1
254,15,67,0
255,15,58,0
256,15,178,0
257,15,158,0
258,15,47,0
259,15,27,0
260,15,167,0
261,15,87,0
262,15,118,0
263,15,107,0
264,15,78,0
265,15,127,0
266,15,7,0
267,15,38,0
268,15,98,0
269,15,18,0
270,15,147,0
271,16,78,1
272,16,67,0
273,16,18,0
274,16,107,0
275,16,98,0
276,16,118,0
277,16,147,0
278,16,58,0
279,16,87,0
280,16,27,0
281,16,178,0
282,16,138,0
283,16,158,0
284,16,167,0
285,16,7,0
286,16,47,0
287,16,38,0
288,16,127,0
289,17,166,1
290,17,90,0
291,17,70,0
292,17,150,0
293,17,130,0
