trial_id,block_no,ori,rest_this_trial
1,1,179,0
2,1,47,0
3,1,7,0
4,1,27,0
5,1,79,0
6,1,119,0
7,1,127,0
8,1,159,0
9,1,87,0
10,1,139,0
11,1,39,0
12,1,99,0
13,1,167,0
14,1,19,0
15,1,59,0
16,1,67,0
17,1,107,0
18,1,147,0
19,2,172,1
20,2,100,0
21,2,112,0
22,2,20,0
23,2,40,0
24,2,0,0
25,2,32,0
26,2,92,0
27,2,52,0
28,2,152,0
29,2,132,0
30,2,80,0
31,2,12,0
32,2,72,0
33,2,120,0
34,2,60,0
35,2,140,0
36,2,160,0
37,3,68,1
38,3,35,0
39,3,175,0
40,3,48,0
41,3,108,0
42,3,95,0
43,3,55,0
44,3,155,0
45,3,15,0
46,3,128,0
47,3,8,0
48,3,115,0
49,3,148,0
50,3,168,0
51,3,88,0
52,3,135,0
53,3,75,0
54,3,28,0
55,4,108,1
56,4,148,0
57,4,132,0
58,4,152,0
59,4,8,0
60,4,52,0
61,4,88,0
62,4,12,0
63,4,68,0
64,4,168,0
65,4,112,0
66,4,72,0
67,4,92,0
68,4,48,0
69,4,128,0
70,4,32,0
71,4,172,0
72,4,28,0
73,5,100,1
74,5,54,0
75,5,120,0
76,5,34,0
77,5,154,0
78,5,14,0
79,5,20,0
80,5,134,0
81,5,140,0
82,5,174,0
83,5,60,0
84,5,74,0
85,5,94,0
86,5,114,0
87,5,160,0
88,5,40,0
89,5,80,0
90,5,0,0
91,6,103,1
92,6,58,0
93,6,3,0
94,6,63,0
95,6,178,0
96,6,123,0
97,6,158,0
98,6,98,0
99,6,78,0
100,6,18,0
101,6,138,0
102,6,38,0
103,6,118,0
104,6,143,0
105,6,83,0
106,6,23,0
107,6,43,0
108,6,163,0
109,7,92,1
110,7,42,0
111,7,142,0
112,7,82,0
113,7,62,0
114,7,162,0
115,7,52,0
116,7,2,0
117,7,172,0
118,7,22,0
119,7,12,0
120,7,132,0
121,7,152,0
122,7,112,0
123,7,102,0
124,7,122,0
125,7,72,0
126,7,32,0
127,8,148,1
128,8,28,0
129,8,55,0
130,8,35,0
131,8,135,0
132,8,115,0
133,8,175,0
134,8,15,0
135,8,48,0
136,8,128,0
137,8,95,0
138,8,75,0
139,8,88,0
140,8,155,0
141,8,108,0
142,8,68,0
143,8,8,0
144,8,168,0
145,9,2,1
146,9,142,0
147,9,62,0
148,9,70,0
149,9,170,0
150,9,42,0
151,9,50,0
152,9,130,0
153,9,22,0
154,9,102,0
155,9,110,0
156,9,10,0
157,9,162,0
158,9,30,0
159,9,150,0
160,9,90,0
161,9,82,0
162,9,122,0
163,10,104,1
164,10,115,0
165,10,175,0
166,10,95,0
167,10,24,0
168,10,135,0
169,10,124,0
170,10,4,0
171,10,44,0
172,10,64,0
173,10,164,0
174,10,84,0
175,10,155,0
176,10,55,0
177,10,35,0
178,10,15,0
179,10,144,0
180,10,75,0
181,11,78,1
182,11,98,0
183,11,106,0
184,11,18,0
185,11,118,0
186,11,38,0
187,11,146,0
188,11,86,0
189,11,178,0
190,11,166,0
191,11,66,0
192,11,6,0
193,11,26,0
194,11,58,0
195,11,138,0
196,11,46,0
197,11,158,0
198,11,126,0
199,12,33,1
200,12,6,0
201,12,46,0
202,12,133,0
203,12,73,0
204,12,166,0
205,12,26,0
206,12,153,0
207,12,13,0
208,12,106,0
209,12,146,0
210,12,173,0
211,12,93,0
212,12,86,0
213,12,66,0
214,12,126,0
215,12,113,0
216,12,53,0
217,13,134,1
218,13,174,0
219,13,114,0
220,13,34,0
221,13,74,0
222,13,121,0
223,13,61,0
224,13,21,0
225,13,94,0
226,13,54,0
227,13,41,0
228,13,1,0
229,13,161,0
230,13,14,0
231,13,141,0
232,13,101,0
233,13,154,0
234,13,81,0
235,14,64,1
236,14,96,0
237,14,136,0
238,14,44,0
239,14,36,0
240,14,4,0
241,14,16,0
242,14,176,0
243,14,124,0
244,14,24,0
245,14,156,0
246,14,164,0
247,14,116,0
248,14,144,0
249,14,104,0
250,14,84,0
251,14,56,0
252,14,76,0
253,15,174,1
254,15,14,0
255,15,169,0
256,15,74,0
257,15,154,0
258,15,109,0
259,15,129,0
260,15,49,0
261,15,29,0
262,15,114,0
263,15,69,0
264,15,54,0
265,15,94,0
266,15,9,0
267,15,34,0
268,15,149,0
269,15,89,0
270,15,134,0
271,16,142,1
272,16,176,0
273,16,22,0
274,16,136,0
275,16,122,0
276,16,36,0
277,16,16,0
278,16,96,0
279,16,2,0
280,16,56,0
281,16,116,0
282,16,162,0
283,16,76,0
284,16,102,0
285,16,156,0
286,16,42,0
287,16,82,0
288,16,62,0
289,17,169,1
290,17,89,0
291,17,15,0
292,17,49,0
293,17,135,0
294,17,149,0
295,17,115,0
296,17,129,0
297,17,109,0
298,17,75,0
