trial_id,block_no,ori,rest_this_trial
1,1,91,0
2,1,71,0
3,1,88,0
4,1,128,0
5,1,168,0
6,1,31,0
7,1,171,0
8,1,108,0
9,1,11,0
10,1,68,0
11,1,51,0
12,1,151,0
13,1,148,0
14,1,131,0
15,1,48,0
16,1,111,0
17,1,8,0
18,1,28,0
19,2,75,1
20,2,106,0
21,2,55,0
22,2,66,0
23,2,46,0
24,2,155,0
25,2,35,0
26,2,15,0
27,2,6,0
28,2,126,0
29,2,166,0
30,2,146,0
31,2,95,0
32,2,86,0
33,2,135,0
34,2,26,0
35,2,115,0
36,2,175,0
37,3,127,1
38,3,47,0
39,3,147,0
40,3,171,0
41,3,87,0
42,3,111,0
43,3,51,0
44,3,131,0
45,3,67,0
46,3,107,0
47,3,167,0
48,3,151,0
49,3,7,0
50,3,71,0
51,3,31,0
52,3,27,0
53,3,91,0
54,3,11,0
55,4,108,1
56,4,110,0
57,4,170,0
58,4,150,0
59,4,50,0
60,4,48,0
61,4,88,0
62,4,68,0
63,4,168,0
64,4,10,0
65,4,8,0
66,4,148,0
67,4,30,0
68,4,28,0
69,4,90,0
70,4,130,0
71,4,70,0
72,4,128,0
73,5,152,1
74,5,12,0
75,5,85,0
76,5,132,0
77,5,45,0
78,5,165,0
79,5,105,0
80,5,112,0
81,5,125,0
82,5,52,0
83,5,25,0
84,5,65,0
85,5,172,0
86,5,92,0
87,5,5,0
88,5,72,0
89,5,32,0
90,5,145,0
91,6,83,1
92,6,23,0
93,6,63,0
94,6,43,0
95,6,10,0
96,6,103,0
97,6,90,0
98,6,3,0
99,6,123,0
100,6,163,0
101,6,30,0
102,6,143,0
103,6,130,0
104,6,50,0
105,6,70,0
106,6,170,0
107,6,150,0
108,6,110,0
109,7,99,1
110,7,19,0
111,7,9,0
112,7,139,0
113,7,89,0
114,7,69,0
115,7,29,0
116,7,149,0
117,7,119,0
118,7,179,0
119,7,39,0
120,7,79,0
121,7,59,0
122,7,159,0
123,7,169,0
124,7,109,0
125,7,129,0
126,7,49,0
127,8,86,1
128,8,166,0
129,8,37,0
130,8,77,0
131,8,106,0
132,8,26,0
133,8,117,0
134,8,17,0
135,8,57,0
136,8,137,0
137,8,66,0
138,8,97,0
139,8,157,0
140,8,46,0
141,8,177,0
142,8,146,0
143,8,6,0
144,8,126,0
145,9,172,1
146,9,152,0
147,9,83,0
148,9,32,0
149,9,143,0
150,9,92,0
151,9,132,0
152,9,63,0
153,9,43,0
154,9,23,0
155,9,3,0
156,9,12,0
157,9,123,0
158,9,112,0
159,9,52,0
160,9,163,0
161,9,103,0
162,9,72,0
163,10,160,1
164,10,100,0
165,10,75,0
166,10,95,0
167,10,155,0
168,10,15,0
169,10,0,0
170,10,175,0
171,10,20,0
172,10,40,0
173,10,35,0
174,10,55,0
175,10,60,0
176,10,80,0
177,10,115,0
178,10,120,0
179,10,135,0
180,10,140,0
181,11,97,1
182,11,77,0
183,11,37,0
184,11,177,0
185,11,148,0
186,11,157,0
187,11,128,0
188,11,108,0
189,11,168,0
190,11,117,0
191,11,57,0
192,11,48,0
193,11,17,0
194,11,137,0
195,11,68,0
196,11,88,0
197,11,28,0
198,11,8,0
199,12,28,1
200,12,54,0
201,12,94,0
202,12,134,0
203,12,48,0
204,12,128,0
205,12,114,0
206,12,148,0
207,12,88,0
208,12,34,0
209,12,68,0
210,12,8,0
211,12,174,0
212,12,154,0
213,12,168,0
214,12,108,0
215,12,74,0
216,12,14,0
217,13,146,1
218,13,74,0
219,13,86,0
220,13,54,0
221,13,126,0
222,13,174,0
223,13,66,0
224,13,46,0
225,13,6,0
226,13,106,0
227,13,114,0
228,13,134,0
229,13,94,0
230,13,14,0
231,13,26,0
232,13,166,0
233,13,154,0
234,13,34,0
235,14,74,1
236,14,134,0
237,14,149,0
238,14,174,0
239,14,54,0
240,14,114,0
241,14,9,0
242,14,49,0
243,14,69,0
244,14,169,0
245,14,29,0
246,14,154,0
247,14,14,0
248,14,109,0
249,14,34,0
250,14,89,0
251,14,94,0
252,14,129,0
253,15,113,1
254,15,6,0
255,15,106,0
256,15,46,0
257,15,73,0
258,15,13,0
259,15,126,0
260,15,26,0
261,15,146,0
262,15,133,0
263,15,53,0
264,15,173,0
265,15,153,0
266,15,93,0
267,15,66,0
268,15,33,0
269,15,86,0
270,15,166,0
271,16,87,1
272,16,147,0
273,16,110,0
274,16,70,0
275,16,27,0
276,16,130,0
277,16,107,0
278,16,170,0
279,16,90,0
280,16,7,0
281,16,167,0
282,16,10,0
283,16,30,0
284,16,150,0
285,16,50,0
286,16,47,0
287,16,127,0
288,16,67,0
289,17,163,1
290,17,63,0
291,17,83,0
292,17,123,0
293,17,50,0
294,17,90,0
295,17,43,0
296,17,103,0
297,17,30,0
298,17,70,0
299,17,23,0
300,17,150,0
301,17,10,0
302,17,110,0
303,17,170,0
304,17,3,0
305,17,130,0
306,17,143,0
307,18,151,1
308,18,122,0
309,18,42,0
310,18,82,0
311,18,162,0
312,18,51,0
313,18,91,0
314,18,131,0
315,18,22,0
316,18,71,0
317,18,102,0
318,18,62,0
319,18,111,0
320,18,142,0
321,18,31,0
322,18,171,0
323,18,2,0
324,18,11,0
325,19,66,1
326,19,74,0
327,19,166,0
328,19,114,0
329,19,126,0
330,19,46,0
331,19,26,0
332,19,174,0
333,19,146,0
334,19,6,0
335,19,86,0
336,19,14,0
337,19,154,0
338,19,94,0
339,19,106,0
340,19,54,0
341,19,34,0
342,19,134,0
343,20,152,1
344,20,32,0
345,20,72,0
346,20,83,0
347,20,172,0
348,20,112,0
349,20,132,0
350,20,92,0
351,20,103,0
352,20,123,0
353,20,63,0
354,20,143,0
355,20,12,0
356,20,3,0
357,20,52,0
358,20,23,0
359,20,43,0
360,20,163,0
