trial_id,block_no,ori,rest_this_trial
1,1,177,0
2,1,157,0
3,1,57,0
4,1,37,0
5,1,117,0
6,1,97,0
7,1,6,0
8,1,126,0
9,1,166,0
10,1,137,0
11,1,106,0
12,1,17,0
13,1,26,0
14,1,146,0
15,1,77,0
16,1,66,0
17,1,86,0
18,1,46,0
19,2,0,1
20,2,18,0
21,2,120,0
22,2,58,0
23,2,80,0
24,2,140,0
25,2,118,0
26,2,178,0
27,2,138,0
28,2,20,0
29,2,78,0
30,2,38,0
31,2,158,0
32,2,160,0
33,2,100,0
34,2,60,0
35,2,40,0
36,2,98,0
37,3,99,1
38,3,139,0
39,3,100,0
40,3,79,0
41,3,0,0
42,3,80,0
43,3,59,0
44,3,140,0
45,3,119,0
46,3,179,0
47,3,159,0
48,3,20,0
49,3,19,0
50,3,60,0
51,3,39,0
52,3,120,0
53,3,160,0
54,3,40,0
55,4,33,1
56,4,22,0
57,4,153,0
58,4,102,0
59,4,53,0
60,4,73,0
61,4,62,0
62,4,93,0
63,4,142,0
64,4,113,0
65,4,13,0
66,4,122,0
67,4,173,0
68,4,2,0
69,4,82,0
70,4,162,0
71,4,42,0
72,4,133,0
73,5,39,1
74,5,59,0
75,5,25,0
76,5,99,0
77,5,105,0
78,5,85,0
79,5,79,0
80,5,119,0
81,5,179,0
82,5,159,0
83,5,165,0
84,5,5,0
85,5,19,0
86,5,125,0
87,5,45,0
88,5,145,0
89,5,65,0
90,5,139,0
91,6,8,1
92,6,28,0
93,6,48,0
94,6,68,0
95,6,75,0
96,6,148,0
97,6,55,0
98,6,108,0
99,6,168,0
100,6,88,0
101,6,35,0
102,6,135,0
103,6,115,0
104,6,95,0
105,6,128,0
106,6,175,0
107,6,15,0
108,6,155,0
109,7,65,1
110,7,5,0
111,7,76,0
112,7,105,0
113,7,36,0
114,7,125,0
115,7,16,0
116,7,96,0
117,7,145,0
118,7,165,0
119,7,156,0
120,7,176,0
121,7,25,0
122,7,116,0
123,7,45,0
124,7,85,0
125,7,56,0
126,7,136,0
127,8,45,1
128,8,145,0
129,8,138,0
130,8,85,0
131,8,65,0
132,8,118,0
133,8,58,0
134,8,178,0
135,8,78,0
136,8,18,0
137,8,165,0
138,8,105,0
139,8,38,0
140,8,5,0
141,8,125,0
142,8,98,0
143,8,158,0
144,8,25,0
145,9,77,1
146,9,17,0
147,9,121,0
148,9,141,0
149,9,97,0
150,9,177,0
151,9,41,0
152,9,117,0
153,9,57,0
154,9,61,0
155,9,161,0
156,9,137,0
157,9,101,0
158,9,21,0
159,9,1,0
160,9,157,0
161,9,37,0
162,9,81,0
163,10,5,1
164,10,145,0
165,10,45,0
166,10,165,0
167,10,105,0
168,10,58,0
169,10,125,0
170,10,78,0
171,10,138,0
172,10,18,0
173,10,118,0
174,10,38,0
175,10,25,0
176,10,85,0
177,10,158,0
178,10,178,0
179,10,65,0
180,10,98,0
181,11,22,1
182,11,2,0
183,11,142,0
184,11,38,0
185,11,118,0
186,11,62,0
187,11,82,0
188,11,102,0
189,11,138,0
190,11,18,0
191,11,158,0
192,11,178,0
193,11,58,0
194,11,42,0
195,11,98,0
196,11,122,0
197,11,162,0
198,11,78,0
199,12,49,1
200,12,134,0
201,12,94,0
202,12,9,0
203,12,74,0
204,12,154,0
205,12,34,0
206,12,114,0
207,12,54,0
208,12,29,0
209,12,174,0
210,12,169,0
211,12,89,0
212,12,69,0
213,12,109,0
214,12,14,0
215,12,129,0
216,12,149,0
217,13,21,1
218,13,93,0
219,13,33,0
220,13,101,0
221,13,73,0
222,13,61,0
