trial_id,block_no,ori,rest_this_trial
1,1,63,0
2,1,32,0
3,1,83,0
4,1,143,0
5,1,172,0
6,1,43,0
7,1,92,0
8,1,23,0
9,1,103,0
10,1,3,0
11,1,12,0
12,1,152,0
13,1,123,0
14,1,132,0
15,1,52,0
16,1,163,0
17,1,112,0
18,1,72,0
19,2,62,1
20,2,142,0
21,2,2,0
22,2,13,0
23,2,42,0
24,2,53,0
25,2,102,0
26,2,93,0
27,2,162,0
28,2,133,0
29,2,113,0
30,2,82,0
31,2,153,0
32,2,73,0
33,2,22,0
34,2,33,0
35,2,173,0
36,2,122,0
37,3,47,1
38,3,67,0
39,3,127,0
40,3,167,0
41,3,170,0
42,3,150,0
43,3,10,0
44,3,110,0
45,3,27,0
46,3,7,0
47,3,107,0
48,3,50,0
49,3,130,0
50,3,147,0
51,3,30,0
52,3,90,0
53,3,70,0
54,3,87,0
55,4,67,1
56,4,154,0
57,4,87,0
58,4,174,0
59,4,107,0
60,4,127,0
61,4,134,0
62,4,94,0
63,4,7,0
64,4,54,0
65,4,47,0
66,4,114,0
67,4,167,0
68,4,34,0
69,4,27,0
70,4,147,0
71,4,74,0
72,4,14,0
73,5,80,1
74,5,120,0
75,5,40,0
76,5,110,0
77,5,70,0
78,5,140,0
79,5,100,0
80,5,130,0
81,5,20,0
82,5,160,0
83,5,10,0
84,5,0,0
85,5,30,0
86,5,170,0
87,5,90,0
88,5,60,0
89,5,150,0
90,5,50,0
91,6,116,1
92,6,87,0
93,6,47,0
94,6,176,0
95,6,136,0
96,6,27,0
97,6,76,0
98,6,167,0
99,6,96,0
100,6,16,0
101,6,67,0
102,6,107,0
103,6,127,0
104,6,56,0
105,6,156,0
106,6,36,0
107,6,147,0
108,6,7,0
109,7,138,1
110,7,83,0
111,7,118,0
112,7,23,0
113,7,43,0
114,7,98,0
115,7,38,0
116,7,78,0
117,7,103,0
118,7,63,0
119,7,123,0
120,7,143,0
121,7,18,0
122,7,178,0
123,7,3,0
124,7,158,0
125,7,163,0
126,7,58,0
127,8,28,1
128,8,48,0
129,8,8,0
130,8,98,0
131,8,58,0
132,8,178,0
133,8,168,0
134,8,158,0
135,8,108,0
136,8,148,0
137,8,88,0
138,8,38,0
139,8,128,0
140,8,18,0
141,8,118,0
142,8,68,0
143,8,138,0
144,8,78,0
145,9,1,1
146,9,121,0
147,9,37,0
148,9,77,0
149,9,101,0
150,9,161,0
151,9,21,0
152,9,117,0
153,9,81,0
154,9,17,0
155,9,61,0
156,9,141,0
157,9,177,0
158,9,97,0
159,9,57,0
160,9,41,0
161,9,137,0
162,9,157,0
163,10,53,1
164,10,133,0
165,10,173,0
166,10,113,0
167,10,24,0
168,10,164,0
169,10,44,0
170,10,124,0
171,10,104,0
172,10,33,0
173,10,13,0
174,10,153,0
175,10,144,0
176,10,93,0
177,10,4,0
178,10,84,0
179,10,64,0
180,10,73,0
181,11,5,1
182,11,165,0
183,11,145,0
184,11,137,0
185,11,105,0
186,11,97,0
187,11,77,0
188,11,17,0
189,11,45,0
190,11,85,0
191,11,125,0
192,11,57,0
193,11,117,0
194,11,177,0
195,11,157,0
196,11,65,0
197,11,37,0
198,11,25,0
199,12,88,1
200,12,175,0
201,12,115,0
202,12,168,0
203,12,68,0
204,12,15,0
205,12,28,0
206,12,135,0
207,12,48,0
208,12,75,0
209,12,35,0
210,12,95,0
211,12,55,0
212,12,155,0
213,12,8,0
214,12,108,0
215,12,128,0
216,12,148,0
217,13,158,1
218,13,148,0
219,13,8,0
220,13,118,0
221,13,178,0
222,13,128,0
223,13,28,0
224,13,88,0
225,13,18,0
226,13,78,0
227,13,68,0
228,13,108,0
229,13,98,0
230,13,58,0
231,13,168,0
232,13,138,0
233,13,38,0
234,13,48,0
235,14,138,1
236,14,178,0
237,14,158,0
238,14,140,0
239,14,20,0
240,14,80,0
241,14,18,0
242,14,120,0
243,14,98,0
244,14,40,0
245,14,160,0
246,14,78,0
247,14,38,0
248,14,0,0
249,14,118,0
250,14,58,0
251,14,60,0
252,14,100,0
253,15,113,1
254,15,73,0
255,15,13,0
256,15,93,0
257,15,4,0
258,15,124,0
259,15,44,0
260,15,144,0
261,15,104,0
262,15,53,0
263,15,133,0
264,15,153,0
265,15,33,0
266,15,84,0
267,15,164,0
268,15,64,0
269,15,173,0
270,15,24,0
271,16,6,1
272,16,46,0
273,16,66,0
274,16,134,0
275,16,54,0
276,16,166,0
277,16,74,0
278,16,86,0
279,16,26,0
280,16,106,0
281,16,174,0
282,16,126,0
283,16,146,0
284,16,154,0
285,16,14,0
286,16,34,0
287,16,114,0
288,16,94,0
289,17,148,1
290,17,68,0
291,17,48,0
292,17,77,0
293,17,8,0
294,17,168,0
295,17,157,0
296,17,128,0
297,17,108,0
298,17,28,0
299,17,137,0
300,17,117,0
301,17,88,0
302,17,57,0
303,17,17,0
304,17,177,0
305,17,97,0
306,17,37,0
307,18,100,1
308,18,179,0
309,18,159,0
310,18,20,0
311,18,39,0
312,18,139,0
313,18,60,0
314,18,99,0
315,18,0,0
316,18,80,0
317,18,119,0
318,18,79,0
319,18,59,0
320,18,160,0
321,18,120,0
322,18,40,0
323,18,19,0
324,18,140,0
325,19,74,1
326,19,94,0
327,19,44,0
328,19,64,0
329,19,4,0
330,19,104,0
331,19,54,0
332,19,34,0
333,19,24,0
334,19,14,0
335,19,134,0
336,19,114,0
337,19,84,0
338,19,174,0
339,19,164,0
340,19,154,0
341,19,124,0
342,19,144,0
343,20,28,1
344,20,30,0
345,20,68,0
346,20,10,0
347,20,90,0
348,20,168,0
349,20,70,0
350,20,88,0
351,20,148,0
352,20,128,0
353,20,50,0
354,20,48,0
355,20,170,0
356,20,108,0
357,20,130,0
358,20,110,0
359,20,8,0
360,20,150,0
