trial_id,block_no,ori,rest_this_trial
1,1,92,0
2,1,68,0
3,1,28,0
4,1,32,0
5,1,152,0
6,1,88,0
7,1,52,0
8,1,172,0
9,1,132,0
10,1,8,0
11,1,148,0
12,1,128,0
13,1,48,0
14,1,108,0
15,1,72,0
16,1,168,0
17,1,12,0
18,1,112,0
19,2,50,1
20,2,70,0
21,2,103,0
22,2,123,0
23,2,43,0
24,2,130,0
25,2,163,0
26,2,83,0
27,2,63,0
28,2,170,0
29,2,30,0
30,2,110,0
31,2,150,0
32,2,3,0
33,2,143,0
34,2,90,0
35,2,23,0
36,2,10,0
37,3,152,1
38,3,41,0
39,3,21,0
40,3,101,0
41,3,61,0
42,3,81,0
43,3,92,0
44,3,161,0
45,3,112,0
46,3,32,0
47,3,121,0
48,3,132,0
49,3,52,0
50,3,72,0
51,3,141,0
52,3,12,0
53,3,1,0
54,3,172,0
55,4,139,1
56,4,104,0
57,4,84,0
58,4,164,0
59,4,64,0
60,4,44,0
61,4,39,0
62,4,99,0
63,4,159,0
64,4,119,0
65,4,19,0
66,4,79,0
67,4,59,0
68,4,179,0
69,4,144,0
70,4,24,0
71,4,4,0
72,4,124,0
73,5,95,1
74,5,115,0
75,5,55,0
76,5,47,0
77,5,7,0
78,5,75,0
79,5,147,0
80,5,87,0
81,5,67,0
82,5,107,0
83,5,35,0
84,5,175,0
85,5,15,0
86,5,167,0
87,5,135,0
88,5,27,0
89,5,155,0
90,5,127,0
91,6,104,1
92,6,44,0
93,6,24,0
94,6,172,0
95,6,144,0
96,6,72,0
97,6,12,0
98,6,152,0
99,6,124,0
100,6,52,0
101,6,132,0
102,6,92,0
103,6,164,0
104,6,4,0
105,6,32,0
106,6,112,0
107,6,64,0
108,6,84,0
109,7,40,1
110,7,160,0
111,7,37,0
112,7,0,0
113,7,97,0
114,7,120,0
115,7,100,0
116,7,157,0
117,7,177,0
118,7,137,0
119,7,17,0
120,7,20,0
121,7,80,0
122,7,117,0
123,7,57,0
124,7,60,0
125,7,140,0
126,7,77,0
127,8,29,1
128,8,49,0
129,8,9,0
130,8,35,0
131,8,169,0
132,8,109,0
133,8,95,0
134,8,135,0
135,8,55,0
136,8,149,0
137,8,155,0
138,8,175,0
139,8,129,0
140,8,69,0
141,8,89,0
142,8,75,0
143,8,15,0
144,8,115,0
145,9,144,1
146,9,104,0
147,9,112,0
148,9,84,0
149,9,52,0
150,9,4,0
151,9,64,0
152,9,32,0
153,9,172,0
154,9,44,0
155,9,12,0
156,9,164,0
157,9,92,0
158,9,24,0
159,9,132,0
160,9,72,0
161,9,124,0
162,9,152,0
163,10,106,1
164,10,17,0
165,10,97,0
166,10,166,0
167,10,157,0
168,10,26,0
169,10,146,0
170,10,137,0
171,10,177,0
172,10,86,0
173,10,66,0
174,10,117,0
175,10,6,0
176,10,46,0
177,10,37,0
178,10,57,0
179,10,126,0
180,10,77,0
181,11,20,1
182,11,140,0
183,11,92,0
184,11,112,0
185,11,72,0
186,11,160,0
187,11,132,0
188,11,152,0
189,11,32,0
190,11,80,0
191,11,40,0
192,11,100,0
193,11,172,0
194,11,60,0
195,11,120,0
196,11,52,0
197,11,0,0
198,11,12,0
199,12,43,1
200,12,10,0
201,12,143,0
202,12,90,0
203,12,163,0
204,12,50,0
205,12,3,0
206,12,83,0
