trial_id,block_no,ori,rest_this_trial
1,1,134,0
2,1,41,0
3,1,14,0
4,1,101,0
5,1,121,0
6,1,81,0
7,1,94,0
8,1,21,0
9,1,54,0
10,1,1,0
11,1,34,0
12,1,114,0
13,1,61,0
14,1,161,0
15,1,74,0
16,1,174,0
17,1,141,0
18,1,154,0
19,2,176,1
20,2,86,0
21,2,76,0
22,2,16,0
23,2,96,0
24,2,106,0
25,2,46,0
26,2,136,0
27,2,56,0
28,2,146,0
29,2,166,0
30,2,116,0
31,2,126,0
32,2,156,0
33,2,66,0
34,2,6,0
35,2,26,0
36,2,36,0
37,3,14,1
38,3,4,0
39,3,74,0
40,3,34,0
41,3,44,0
42,3,64,0
43,3,164,0
44,3,134,0
45,3,114,0
46,3,154,0
47,3,124,0
48,3,94,0
49,3,84,0
50,3,144,0
51,3,104,0
52,3,24,0
53,3,54,0
54,3,174,0
55,4,67,1
56,4,27,0
57,4,92,0
58,4,172,0
59,4,152,0
60,4,112,0
61,4,87,0
62,4,32,0
63,4,167,0
64,4,107,0
65,4,12,0
66,4,72,0
67,4,52,0
68,4,7,0
69,4,132,0
70,4,147,0
71,4,127,0
72,4,47,0
73,5,37,1
74,5,57,0
75,5,144,0
76,5,24,0
77,5,157,0
78,5,64,0
79,5,97,0
80,5,77,0
81,5,177,0
82,5,164,0
83,5,4,0
84,5,137,0
85,5,17,0
86,5,84,0
87,5,44,0
88,5,124,0
89,5,104,0
90,5,117,0
91,6,19,1
92,6,100,0
93,6,20,0
94,6,79,0
95,6,120,0
96,6,159,0
97,6,99,0
98,6,160,0
99,6,139,0
100,6,80,0
101,6,0,0
102,6,140,0
103,6,119,0
104,6,179,0
105,6,39,0
106,6,59,0
107,6,40,0
108,6,60,0
109,7,2,1
110,7,131,0
111,7,42,0
112,7,142,0
113,7,111,0
114,7,102,0
115,7,62,0
116,7,82,0
117,7,171,0
118,7,31,0
119,7,91,0
120,7,151,0
121,7,22,0
122,7,71,0
123,7,11,0
124,7,122,0
125,7,51,0
126,7,162,0
127,8,19,1
128,8,139,0
129,8,22,0
130,8,159,0
131,8,162,0
132,8,122,0
133,8,79,0
134,8,59,0
135,8,179,0
136,8,42,0
137,8,2,0
138,8,142,0
139,8,82,0
140,8,99,0
141,8,62,0
142,8,39,0
143,8,119,0
144,8,102,0
145,9,10,1
146,9,90,0
147,9,70,0
148,9,120,0
149,9,40,0
150,9,140,0
151,9,30,0
152,9,150,0
153,9,100,0
154,9,130,0
155,9,80,0
156,9,60,0
157,9,20,0
158,9,170,0
159,9,50,0
160,9,110,0
161,9,0,0
162,9,160,0
163,10,157,1
164,10,37,0
165,10,20,0
166,10,117,0
167,10,120,0
168,10,140,0
169,10,97,0
170,10,177,0
171,10,0,0
172,10,77,0
173,10,57,0
174,10,60,0
175,10,100,0
176,10,160,0
177,10,137,0
178,10,40,0
179,10,80,0
180,10,17,0
181,11,38,1
182,11,24,0
183,11,44,0
184,11,178,0
185,11,158,0
186,11,4,0
187,11,144,0
188,11,124,0
189,11,18,0
190,11,58,0
191,11,118,0
192,11,78,0
193,11,138,0
194,11,98,0
195,11,104,0
196,11,84,0
197,11,64,0
198,11,164,0
199,12,163,1
200,12,103,0
201,12,130,0
202,12,90,0
203,12,10,0
204,12,150,0
205,12,143,0
206,12,23,0
207,12,110,0
208,12,50,0
209,12,83,0
210,12,43,0
211,12,63,0
212,12,3,0
213,12,70,0
214,12,123,0
215,12,30,0
216,12,170,0
217,13,160,1
218,13,40,0
219,13,53,0
220,13,73,0
221,13,93,0
222,13,113,0
223,13,120,0
224,13,100,0
225,13,0,0
226,13,33,0
227,13,60,0
228,13,20,0
229,13,80,0
230,13,153,0
231,13,13,0
232,13,140,0
233,13,173,0
234,13,133,0
235,14,142,1
236,14,42,0
237,14,2,0
238,14,122,0
239,14,93,0
240,14,62,0
241,14,13,0
242,14,82,0
243,14,162,0
244,14,22,0
245,14,73,0
246,14,153,0
247,14,102,0
248,14,113,0
249,14,173,0
250,14,33,0
251,14,53,0
252,14,133,0
253,15,40,1
254,15,78,0
255,15,0,0
256,15,98,0
257,15,80,0
258,15,158,0
259,15,58,0
260,15,18,0
261,15,118,0
262,15,120,0
263,15,178,0
264,15,100,0
265,15,20,0
266,15,140,0
267,15,138,0
268,15,38,0
269,15,60,0
270,15,160,0
271,16,27,1
272,16,74,0
273,16,87,0
274,16,34,0
275,16,154,0
276,16,127,0
277,16,167,0
278,16,67,0
279,16,147,0
280,16,174,0
281,16,54,0
282,16,47,0
283,16,114,0
284,16,94,0
285,16,134,0
286,16,14,0
287,16,107,0
288,16,7,0
289,17,155,1
290,17,107,0
291,17,35,0
292,17,75,0
293,17,15,0
294,17,95,0
295,17,167,0
296,17,115,0
297,17,27,0
298,17,55,0
299,17,7,0
300,17,175,0
301,17,47,0
302,17,67,0
303,17,147,0
304,17,87,0
305,17,135,0
306,17,127,0
307,18,79,1
308,18,119,0
309,18,59,0
310,18,125,0
311,18,25,0
312,18,65,0
313,18,165,0
314,18,45,0
315,18,159,0
316,18,99,0
317,18,105,0
318,18,39,0
319,18,19,0
320,18,139,0
321,18,5,0
322,18,85,0
323,18,179,0
324,18,145,0
325,19,179,1
326,19,125,0
327,19,165,0
328,19,145,0
329,19,99,0
330,19,139,0
331,19,25,0
332,19,119,0
333,19,79,0
334,19,19,0
335,19,59,0
336,19,39,0
337,19,65,0
338,19,45,0
339,19,85,0
340,19,5,0
341,19,105,0
342,19,159,0
343,20,123,1
344,20,83,0
345,20,23,0
346,20,163,0
347,20,157,0
348,20,57,0
349,20,77,0
350,20,63,0
351,20,17,0
352,20,117,0
353,20,3,0
354,20,143,0
355,20,37,0
356,20,177,0
357,20,103,0
358,20,97,0
359,20,43,0
360,20,137,0
