trial_id,block_no,ori,rest_this_trial
1,1,100,0
2,1,50,0
3,1,120,0
4,1,40,0
5,1,150,0
6,1,70,0
7,1,0,0
8,1,160,0
9,1,140,0
10,1,10,0
11,1,110,0
12,1,90,0
13,1,80,0
14,1,170,0
15,1,20,0
16,1,130,0
17,1,60,0
18,1,30,0
19,2,39,1
20,2,85,0
21,2,139,0
22,2,59,0
23,2,145,0
24,2,45,0
25,2,99,0
26,2,179,0
27,2,165,0
28,2,5,0
29,2,25,0
30,2,105,0
31,2,79,0
32,2,159,0
33,2,19,0
34,2,119,0
35,2,65,0
36,2,125,0
37,3,123,1
38,3,23,0
39,3,174,0
40,3,114,0
41,3,3,0
42,3,54,0
43,3,103,0
44,3,94,0
45,3,14,0
46,3,74,0
47,3,63,0
48,3,163,0
49,3,83,0
50,3,43,0
51,3,154,0
52,3,143,0
53,3,34,0
54,3,134,0
55,4,172,1
56,4,82,0
57,4,132,0
58,4,92,0
59,4,42,0
60,4,142,0
61,4,122,0
62,4,52,0
63,4,2,0
64,4,112,0
65,4,32,0
66,4,12,0
67,4,72,0
68,4,152,0
69,4,102,0
70,4,62,0
71,4,22,0
72,4,162,0
73,5,118,1
74,5,108,0
75,5,38,0
76,5,98,0
77,5,68,0
78,5,78,0
79,5,168,0
80,5,158,0
81,5,8,0
82,5,28,0
83,5,18,0
84,5,138,0
85,5,88,0
86,5,58,0
87,5,48,0
88,5,128,0
89,5,148,0
90,5,178,0
91,6,18,1
92,6,158,0
93,6,98,0
94,6,26,0
95,6,78,0
96,6,126,0
97,6,38,0
98,6,46,0
99,6,118,0
100,6,6,0
101,6,106,0
102,6,86,0
103,6,66,0
104,6,138,0
105,6,58,0
106,6,166,0
107,6,178,0
108,6,146,0
109,7,80,1
110,7,100,0
111,7,134,0
112,7,34,0
113,7,140,0
114,7,160,0
115,7,94,0
116,7,20,0
117,7,120,0
118,7,174,0
119,7,154,0
120,7,114,0
121,7,14,0
122,7,60,0
123,7,40,0
124,7,74,0
125,7,0,0
126,7,54,0
127,8,141,1
128,8,150,0
129,8,50,0
130,8,130,0
131,8,41,0
132,8,170,0
133,8,10,0
134,8,70,0
135,8,81,0
136,8,90,0
137,8,61,0
138,8,21,0
139,8,121,0
140,8,30,0
141,8,161,0
142,8,101,0
143,8,110,0
144,8,1,0
145,9,98,1
146,9,21,0
147,9,118,0
148,9,18,0
149,9,81,0
150,9,158,0
151,9,41,0
152,9,178,0
153,9,78,0
154,9,101,0
155,9,161,0
156,9,138,0
157,9,38,0
158,9,141,0
159,9,61,0
160,9,58,0
161,9,121,0
162,9,1,0
163,10,20,1
164,10,59,0
165,10,140,0
166,10,79,0
167,10,60,0
168,10,159,0
169,10,39,0
170,10,179,0
171,10,120,0
172,10,0,0
173,10,40,0
174,10,100,0
175,10,80,0
176,10,119,0
177,10,19,0
178,10,99,0
179,10,139,0
180,10,160,0
181,11,126,1
182,11,135,0
183,11,106,0
184,11,66,0
185,11,175,0
186,11,155,0
187,11,55,0
188,11,6,0
189,11,86,0
190,11,115,0
191,11,35,0
192,11,75,0
193,11,26,0
194,11,166,0
195,11,146,0
196,11,95,0
197,11,46,0
198,11,15,0
199,12,115,1
200,12,20,0
201,12,40,0
202,12,80,0
203,12,35,0
204,12,100,0
205,12,160,0
206,12,15,0
207,12,140,0
208,12,120,0
209,12,75,0
210,12,55,0
211,12,60,0
212,12,135,0
213,12,0,0
214,12,95,0
215,12,175,0
216,12,155,0
217,13,90,1
218,13,147,0
219,13,27,0
220,13,30,0
221,13,170,0
222,13,150,0
223,13,7,0
224,13,107,0
225,13,127,0
226,13,50,0
227,13,67,0
228,13,87,0
229,13,130,0
230,13,47,0
231,13,70,0
232,13,110,0
233,13,167,0
234,13,10,0
235,14,140,1
236,14,98,0
237,14,40,0
238,14,160,0
239,14,138,0
240,14,158,0
241,14,120,0
242,14,118,0
243,14,60,0
244,14,58,0
245,14,18,0
246,14,20,0
247,14,178,0
248,14,38,0
249,14,78,0
250,14,100,0
251,14,0,0
252,14,80,0
253,15,116,1
254,15,136,0
255,15,16,0
256,15,76,0
257,15,5,0
258,15,145,0
259,15,125,0
260,15,165,0
261,15,56,0
262,15,85,0
263,15,176,0
264,15,45,0
265,15,65,0
266,15,96,0
267,15,156,0
268,15,25,0
269,15,36,0
270,15,105,0
271,16,88,1
272,16,114,0
273,16,154,0
274,16,74,0
275,16,68,0
276,16,54,0
277,16,14,0
278,16,148,0
279,16,134,0
280,16,174,0
281,16,8,0
282,16,94,0
283,16,48,0
284,16,28,0
285,16,108,0
286,16,128,0
287,16,34,0
288,16,168,0
289,17,97,1
290,17,157,0
291,17,57,0
292,17,106,0
293,17,46,0
294,17,137,0
295,17,146,0
296,17,37,0
297,17,86,0
298,17,177,0
299,17,6,0
300,17,77,0
301,17,117,0
302,17,26,0
303,17,66,0
304,17,166,0
305,17,17,0
306,17,126,0
307,18,133,1
308,18,168,0
309,18,108,0
310,18,128,0
311,18,13,0
312,18,53,0
313,18,148,0
314,18,28,0
315,18,73,0
316,18,153,0
317,18,68,0
318,18,88,0
319,18,8,0
320,18,173,0
321,18,33,0
322,18,113,0
323,18,48,0
324,18,93,0
325,19,55,1
326,19,175,0
327,19,143,0
328,19,163,0
329,19,155,0
330,19,43,0
331,19,15,0
332,19,103,0
333,19,3,0
334,19,75,0
335,19,95,0
336,19,115,0
337,19,35,0
338,19,23,0
339,19,63,0
340,19,123,0
341,19,135,0
342,19,83,0
343,20,144,1
344,20,64,0
345,20,14,0
346,20,94,0
347,20,4,0
348,20,74,0
349,20,114,0
350,20,84,0
351,20,134,0
352,20,104,0
353,20,164,0
354,20,44,0
355,20,174,0
356,20,24,0
357,20,34,0
358,20,54,0
359,20,124,0
360,20,154,0
