trial_id,block_no,ori,rest_this_trial
1,1,109,0
2,1,69,0
3,1,51,0
4,1,11,0
5,1,169,0
6,1,29,0
7,1,49,0
8,1,151,0
9,1,111,0
10,1,131,0
11,1,91,0
12,1,149,0
13,1,89,0
14,1,9,0
15,1,129,0
16,1,171,0
17,1,71,0
18,1,31,0
19,2,25,1
20,2,105,0
21,2,58,0
22,2,158,0
23,2,78,0
24,2,45,0
25,2,5,0
26,2,138,0
27,2,178,0
28,2,118,0
29,2,38,0
30,2,85,0
31,2,125,0
32,2,65,0
33,2,18,0
34,2,145,0
35,2,165,0
36,2,98,0
37,3,158,1
38,3,146,0
39,3,118,0
40,3,58,0
41,3,98,0
42,3,166,0
43,3,38,0
44,3,78,0
45,3,178,0
46,3,86,0
47,3,126,0
48,3,106,0
49,3,66,0
50,3,18,0
51,3,6,0
52,3,46,0
53,3,26,0
54,3,138,0
55,4,16,1
56,4,96,0
57,4,145,0
58,4,76,0
59,4,5,0
60,4,56,0
61,4,85,0
62,4,125,0
63,4,136,0
64,4,25,0
65,4,165,0
66,4,36,0
67,4,45,0
68,4,105,0
69,4,65,0
70,4,156,0
71,4,176,0
72,4,116,0
73,5,170,1
74,5,10,0
75,5,90,0
76,5,70,0
77,5,143,0
78,5,63,0
79,5,23,0
80,5,123,0
81,5,163,0
82,5,3,0
83,5,103,0
84,5,50,0
85,5,43,0
86,5,30,0
87,5,150,0
88,5,130,0
89,5,83,0
90,5,110,0
91,6,63,1
92,6,123,0
93,6,3,0
94,6,97,0
95,6,77,0
96,6,157,0
97,6,17,0
98,6,177,0
99,6,117,0
100,6,37,0
101,6,57,0
102,6,137,0
103,6,83,0
104,6,23,0
105,6,103,0
106,6,143,0
107,6,163,0
108,6,43,0
109,7,30,1
110,7,110,0
111,7,150,0
112,7,50,0
113,7,109,0
114,7,29,0
115,7,69,0
116,7,9,0
117,7,10,0
118,7,70,0
119,7,49,0
120,7,130,0
121,7,129,0
122,7,169,0
123,7,90,0
124,7,170,0
125,7,89,0
126,7,149,0
127,8,72,1
128,8,63,0
129,8,43,0
130,8,3,0
131,8,12,0
132,8,143,0
133,8,83,0
134,8,123,0
135,8,112,0
136,8,92,0
137,8,52,0
138,8,132,0
139,8,172,0
140,8,32,0
