trial_id,block_no,ori,rest_this_trial
1,1,133,0
2,1,82,0
3,1,113,0
4,1,153,0
5,1,33,0
6,1,53,0
7,1,173,0
8,1,62,0
9,1,22,0
10,1,73,0
11,1,122,0
12,1,13,0
13,1,102,0
14,1,93,0
15,1,162,0
16,1,42,0
17,1,2,0
18,1,142,0
19,2,118,1
20,2,18,0
21,2,178,0
22,2,68,0
23,2,48,0
24,2,168,0
25,2,98,0
26,2,28,0
27,2,128,0
28,2,108,0
29,2,58,0
30,2,148,0
31,2,78,0
32,2,38,0
33,2,88,0
34,2,138,0
35,2,158,0
36,2,8,0
37,3,59,1
38,3,79,0
39,3,163,0
40,3,179,0
41,3,39,0
42,3,119,0
43,3,123,0
44,3,99,0
45,3,19,0
46,3,143,0
47,3,103,0
48,3,159,0
49,3,23,0
50,3,3,0
51,3,139,0
52,3,43,0
53,3,83,0
54,3,63,0
55,4,160,1
56,4,30,0
57,4,130,0
58,4,50,0
59,4,10,0
60,4,110,0
61,4,80,0
62,4,100,0
63,4,20,0
64,4,90,0
65,4,150,0
66,4,170,0
67,4,120,0
68,4,0,0
69,4,40,0
70,4,70,0
71,4,140,0
72,4,60,0
73,5,44,1
74,5,24,0
75,5,176,0
76,5,36,0
77,5,124,0
78,5,104,0
79,5,56,0
80,5,144,0
81,5,96,0
82,5,76,0
83,5,116,0
84,5,64,0
85,5,4,0
86,5,156,0
87,5,84,0
88,5,164,0
89,5,16,0
90,5,136,0
91,6,69,1
92,6,75,0
93,6,155,0
94,6,115,0
95,6,95,0
96,6,109,0
97,6,169,0
98,6,35,0
99,6,15,0
100,6,129,0
101,6,55,0
102,6,175,0
103,6,135,0
104,6,49,0
105,6,9,0
106,6,29,0
107,6,89,0
108,6,149,0
109,7,96,1
110,7,61,0
111,7,121,0
112,7,176,0
113,7,76,0
114,7,116,0
115,7,41,0
116,7,141,0
117,7,21,0
118,7,161,0
119,7,136,0
120,7,1,0
121,7,16,0
122,7,56,0
123,7,81,0
124,7,36,0
125,7,156,0
126,7,101,0
127,8,36,1
128,8,16,0
129,8,96,0
130,8,146,0
131,8,6,0
132,8,66,0
133,8,136,0
134,8,106,0
135,8,176,0
136,8,156,0
137,8,56,0
138,8,86,0
139,8,116,0
140,8,126,0
141,8,76,0
142,8,26,0
143,8,46,0
144,8,166,0
145,9,167,1
146,9,179,0
147,9,159,0
148,9,99,0
149,9,67,0
150,9,47,0
151,9,7,0
152,9,79,0
153,9,127,0
154,9,147,0
155,9,87,0
156,9,27,0
157,9,119,0
158,9,19,0
159,9,39,0
160,9,139,0
161,9,59,0
162,9,107,0
163,10,175,1
164,10,163,0
165,10,143,0
166,10,15,0
167,10,3,0
168,10,83,0
169,10,23,0
170,10,35,0
171,10,55,0
172,10,95,0
173,10,135,0
174,10,75,0
175,10,115,0
176,10,123,0
177,10,63,0
178,10,155,0
179,10,43,0
180,10,103,0
181,11,127,1
182,11,147,0
183,11,67,0
184,11,35,0
185,11,75,0
186,11,95,0
187,11,47,0
188,11,15,0
189,11,55,0
190,11,87,0
191,11,175,0
192,11,115,0
193,11,27,0
194,11,135,0
195,11,107,0
196,11,167,0
197,11,155,0
198,11,7,0
199,12,90,1
200,12,70,0
201,12,110,0
202,12,170,0
203,12,143,0
204,12,123,0
205,12,103,0
206,12,10,0
207,12,30,0
208,12,50,0
209,12,150,0
210,12,3,0
211,12,43,0
212,12,23,0
213,12,83,0
214,12,63,0
215,12,163,0
216,12,130,0
217,13,38,1
218,13,98,0
219,13,149,0
220,13,29,0
221,13,178,0
222,13,58,0
223,13,129,0
224,13,69,0
225,13,18,0
226,13,78,0
227,13,138,0
228,13,9,0
229,13,49,0
230,13,169,0
231,13,118,0
232,13,89,0
233,13,158,0
234,13,109,0
235,14,12,1
236,14,52,0
237,14,112,0
238,14,108,0
239,14,88,0
240,14,28,0
241,14,72,0
242,14,8,0
243,14,172,0
244,14,92,0
245,14,68,0
246,14,32,0
247,14,48,0
248,14,168,0
249,14,132,0
250,14,148,0
251,14,128,0
252,14,152,0
253,15,73,1
254,15,3,0
255,15,93,0
256,15,33,0
257,15,133,0
258,15,153,0
259,15,113,0
260,15,173,0
261,15,13,0
262,15,103,0
263,15,63,0
264,15,83,0
265,15,123,0
266,15,43,0
267,15,163,0
268,15,53,0
269,15,23,0
270,15,143,0
271,16,120,1
272,16,75,0
273,16,160,0
274,16,15,0
275,16,60,0
276,16,155,0
277,16,175,0
278,16,95,0
279,16,115,0
280,16,40,0
281,16,35,0
282,16,140,0
283,16,0,0
284,16,20,0
285,16,100,0
286,16,80,0
287,16,135,0
288,16,55,0
289,17,2,1
290,17,114,0
291,17,14,0
292,17,54,0
293,17,22,0
294,17,154,0
295,17,74,0
296,17,94,0
297,17,174,0
298,17,142,0
299,17,162,0
300,17,134,0
301,17,42,0
302,17,102,0
303,17,82,0
304,17,122,0
305,17,34,0
306,17,62,0
307,18,45,1
308,18,75,0
309,18,35,0
310,18,155,0
311,18,145,0
312,18,85,0
313,18,105,0
314,18,165,0
315,18,95,0
316,18,135,0
317,18,5,0
318,18,25,0
319,18,15,0
320,18,175,0
321,18,55,0
322,18,125,0
323,18,115,0
324,18,65,0
325,19,34,1
326,19,123,0
327,19,143,0
328,19,23,0
329,19,103,0
330,19,14,0
331,19,174,0
332,19,163,0
333,19,3,0
334,19,114,0
335,19,63,0
336,19,74,0
337,19,83,0
338,19,134,0
339,19,43,0
340,19,54,0
341,19,94,0
342,19,154,0
343,20,103,1
344,20,15,0
345,20,43,0
346,20,123,0
347,20,23,0
348,20,83,0
349,20,155,0
350,20,35,0
351,20,135,0
352,20,115,0
353,20,163,0
354,20,55,0
355,20,3,0
356,20,143,0
357,20,175,0
358,20,95,0
359,20,63,0
360,20,75,0
